SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,c_minus_deltac,Reaction_Rate_J,SEI_Growth,Plating_Risk,Electrode_Area,Graphene_Enhanced,SEI_Growth_Enhanced,Plating_Risk_Enhanced,Degradation Rate (%)_Enhanced,Electrode_Area_Enhanced
51.04629857953324,4.160986542379404,47.69139871667453,21.13171312293431,28.46184261822434,113.016520286255,13.026943942311297,Fast,97.39461121153774,Li-ion,807,A,2,0.21103780147808723,0.021103780147808723,2.2268476826352282e-05,2.154889612555732,42976.599089952826,1,0.0033368006253260236,1.1370724548301394,8.47,287.0739190146168
80.66583652537122,3.8319499516602247,33.414201186584606,27.47842094025627,31.48700894498699,72.75879732721657,11.470445983882756,Normal,97.70591080322345,Li-ion,429,B,1,0.30415096133121133,0.03041509613312113,4.6253903639350005e-05,1.1733165001206671,21162.2728067542,1,0.004809048951682131,0.839041059825084,7.46,203.58640406802132
27.970640394252374,4.10342985569252,75.77388684826568,38.88897165388607,22.939843244149483,45.89042747931396,7.167182892349752,Normal,98.56656342153003,Li-ion,508,A,1,0.12307360710337939,0.01230736071033794,7.573556382718499e-06,1.8996199627744383,116637.71197862239,1,0.001945964591496785,1.0676010386210117,4.66,457.0654019426515
56.28109945722505,4.091184578974549,98.3167381447522,32.83468794597116,18.126339414177217,25.2826686364722,6.562678423199161,Fast,98.68746431536016,Li-ion,422,B,0,0.15303546676881985,0.015303546676881986,1.1709927044575283e-05,2.9057971009441266,78678.65775254858,1,0.002419703188882397,1.3204083688641464,4.27,381.9420070768508
63.31731119758382,3.723370331270279,33.0877056199823,33.42958297334414,29.759018947951844,92.60848514838504,12.55471847091182,Fast,97.48905630581764,Li-ion,210,B,2,0.2669291615828152,0.026692916158281524,3.5625588651652344e-05,0.961025454348351,27303.315436402838,1,0.004220520622604061,0.7593518766744509,8.16,230.55436355111277
14.180537144799796,4.080240831905474,68.8757141326667,32.6456430727528,22.20949010283108,32.130299800553416,5.018833994257081,Normal,98.99623320114858,Li-ion,869,A,0,0.09165500433626819,0.009165500433626819,4.20031990994067e-06,2.047091624426231,192295.86204657337,1,0.001449192863276084,1.1082666532273444,3.26,545.266500766755
15.854643368675156,3.661006186101392,51.75392380195026,35.018795967266364,16.624592696133455,76.44165877797477,8.913810198294973,Normal,98.217237960341,Li-ion,809,B,1,0.10590265036763341,0.01059026503676334,5.607685677444603e-06,1.43685879586269,151338.91786249905,1,0.0016744679270509488,0.9285016303257706,5.79,512.7299864688842
82.7557613304815,3.9874021431146978,41.455573487813695,25.526382169317078,34.76841987926962,57.97374048216488,10.245252215170336,Fast,97.95094955696594,Li-ion,198,A,1,0.2821322123787043,0.02821322123787043,3.9799292630851154e-05,1.5628054072057038,24510.22886715029,1,0.004460901962095287,0.9683404588900653,6.66,218.7411704840926
37.41523922560336,3.737912474637646,20.268620639914005,28.64037855189012,34.545598651328945,81.71942271169667,10.112732781516064,Normal,97.9774534436968,Li-ion,638,C,2,0.26267983209617535,0.026267983209617537,3.4500347095037436e-05,0.6838178737977524,28168.73866959428,1,0.004153332824072581,0.6405394010352926,6.57,234.0811814029013
18.79049026057455,4.007336740070134,23.612214586144116,39.6073748188437,30.876362078160792,116.98188646337849,12.668383792585786,Slow,97.46632324148284,Li-ion,700,C,2,0.17857827110185456,0.017857827110185458,1.5945099454863735e-05,0.581476017385565,59014.11217229362,1,0.002823570386484436,0.5906653963381797,8.23,333.8428375132966
20.98344113603009,3.877643904662736,86.5554452057024,23.58729364024421,32.322030907556695,96.2212058314177,10.246970558098525,Slow,97.9506058883803,Li-ion,356,C,2,0.09695609604111348,0.009695609604111349,4.700242279766811e-06,3.520332350203416,175431.1397516438,1,0.0015330104826397652,1.4533407756345549,6.66,545.266500766755
33.290198344001524,4.120184423765331,87.41257240144915,34.75769969669212,23.22380951738982,82.3379565959907,10.263891285033909,Slow,97.94722174299322,Li-ion,998,C,2,0.12526494984206776,0.012526494984206778,7.845653829467878e-06,2.4445804160477227,113049.86824927064,1,0.001980612762438417,1.2110938236274815,6.67,450.70535365081145
94.55490474077702,4.157347388959027,24.91970861469482,25.370675121352143,31.465464253600604,38.57769546987078,9.211086948929026,Slow,98.1577826102142,Li-ion,649,A,0,0.35887486394084583,0.03588748639408458,7.88728296175852e-05,0.9449780295733693,12519.902009078629,1,0.005674309825180517,0.7529852706023018,5.99,157.2583369210062
90.5344615384884,4.059148265041566,95.11283323002542,25.749233297945004,26.123813852600232,28.49662898894664,8.188903824233892,Normal,98.36221923515322,Li-ion,213,B,0,0.1965643974789061,0.019656439747890612,1.9318781178122698e-05,3.55572184707561,49215.55044240072,1,0.0031079560146600126,1.460627641887338,5.32,306.29070105521623
92.96868115208052,3.745498270816197,70.21201035961974,39.37074663399784,15.324007946789344,85.83074395060619,13.769533385187763,Slow,97.24609332296244,Li-ion,667,A,2,0.22269857157052894,0.022269857157052896,2.4797326889777003e-05,1.7391803772212466,38763.7061883447,1,0.003521173589144463,1.0215225040755334,8.95,273.19280721782013
39.27972976869379,3.939253824252859,59.088868246621495,39.02846441691132,34.83925494477286,54.70023354122,8.47376250438192,Fast,98.3052474991236,Li-ion,433,C,1,0.16182230850826593,0.016182230850826592,1.3093229765472197e-05,1.4761712473201318,70956.05596738064,1,0.002558635355562824,0.941117818549877,5.51,364.01887750686967
84.58637582367363,4.037791389705163,82.57632555095556,31.980891743007632,30.30726727716081,70.23718199720955,11.681461878101528,Normal,97.6637076243797,Li-ion,438,A,1,0.2033735036941092,0.020337350369410923,2.068039100240893e-05,2.503762669439124,46124.62938924344,1,0.003215617437010265,1.2256661868810261,7.59,296.9543757277417
42.10779940242303,3.792436747517134,51.33158898372623,32.47297556580532,20.060526818405062,52.78839940182585,8.128072031896904,Slow,98.37438559362062,Li-ion,897,C,1,0.17637949370307546,0.017637949370307545,1.5554862899476618e-05,1.5335233308676797,60405.21181432526,1,0.002788804663245224,0.9592257286585925,5.28,337.5330290420316
58.84264748424236,4.016307611112224,80.76503794456298,25.348040557150824,17.056851843149534,23.671294348306663,6.182142264428548,Fast,98.7635715471143,Li-ion,986,C,0,0.17105977075358617,0.017105977075358617,1.463072258513473e-05,3.0653147724354572,63976.56887283183,1,0.0027046924580379494,1.3561669747716445,4.02,346.78430865221
22.68318024772864,3.667144002037812,28.12274039223769,20.3022136842895,17.519103927587164,67.47690060436513,7.772344746964667,Fast,98.44553105060707,Li-ion,834,A,1,0.17198363947466708,0.017198363947466707,1.4789186123476132e-05,1.3201792456423609,63334.48679239718,1,0.0027193001051259618,0.8900042400940664,5.05,345.1438791978912
79.50202923669917,3.707415684319193,78.10763551197715,34.13259739757419,21.48658754703036,75.2814875718349,11.955188629366578,Fast,97.60896227412668,Li-ion,791,B,1,0.19425759287077948,0.01942575928707795,1.886800619397476e-05,2.22322405110219,50332.17677892931,1,0.003071482231266751,1.1549607918285858,7.77,309.58115725179346
27.88441133807552,3.663525425734937,56.74472735535437,32.20014834158971,28.52967499041209,94.0663581066626,10.84309115953848,Slow,97.8313817680923,Li-ion,861,A,2,0.13417375942351484,0.013417375942351484,9.001298858919617e-06,1.7091708980188636,99987.01309761922,1,0.0021214734100289375,1.0126709923816906,7.05,426.37626060839443
10.496990541124216,3.529465232745453,28.43931467356413,26.258147884272965,26.884836546171943,68.50179875240413,7.546240150636869,Fast,98.49075196987263,Li-ion,842,C,1,0.11413722087701528,0.011413722087701528,6.513652594764286e-06,1.0433326135842362,133091.061555977,1,0.0018046679188654469,0.7912013448867119,4.91,484.6821610043336
73.61716094628554,4.191405672815222,89.16236694563763,31.95336565405406,28.650649190754432,117.24613900279022,15.04903791358283,Normal,96.99019241728344,Li-ion,581,B,2,0.18602811539664293,0.018602811539664293,1.730322985901335e-05,2.7057135189670225,54635.165908029834,1,0.0029413627674101466,1.2741381837855004,9.78,321.8844574011314
75.61064512368885,3.799441193615104,88.35205825414062,37.32191267223383,26.50718346258197,71.8010431376098,11.63004815126362,Fast,97.67399036974729,Li-ion,122,C,1,0.18031962671080323,0.018031962671080322,1.625758388856171e-05,2.305523187472742,57945.53898490957,1,0.002851103636187372,1.1761436614987326,7.56,330.97359362897254
20.428215357261674,4.164972828765158,79.48112286789913,38.89472517566159,19.52544860006373,62.914949195832186,8.20905945963218,Slow,98.35818810807356,Li-ion,105,A,1,0.10346400917560601,0.0103464009175606,5.352400597344943e-06,1.99227147242984,157420.80252589253,1,0.0016359096242373756,1.093326521885344,5.34,521.5553648207314
66.09683141448022,3.5625877016185816,15.868413213444285,37.65987649659546,19.666656452986533,30.61603535474672,7.739171675116011,Normal,98.4521656649768,Li-ion,780,A,0,0.35887486394084583,0.03588748639408458,7.419637853697952e-05,0.4104620772609483,13298.512766917724,1,0.005674309825180517,0.4962632833049096,5.03,162.01224217541147
39.78082223673843,3.79230654304945,51.75382391310995,24.052652682706864,27.50660339908908,103.74725196187744,11.83727807612872,Slow,97.63254438477423,Li-ion,967,A,2,0.1707329614488698,0.01707329614488698,1.457487206255063e-05,2.065802155507235,64205.98486998,1,0.0026995251492207507,1.1133199420222117,7.69,347.3680777634825
89.84914683186939,4.193818038295884,83.9892844540203,31.658521136085263,31.98892812451471,77.68079196382558,12.548782728716532,Fast,97.4902434542567,Li-ion,343,C,1,0.211811643391199,0.0211811643391199,2.2432086138040234e-05,2.5717418159886707,42676.52457868764,1,0.0033490361402977002,1.2421936602612342,8.16,286.1111100964383
52.49934326457544,3.6621701909684106,44.23780067568061,25.06203078359217,15.899936424708487,31.921044284057334,6.538155726079825,Fast,98.69236885478404,Li-ion,426,C,0,0.20847281621965502,0.020847281621965502,2.173045755127703e-05,1.6974042062574544,43993.83504463678,1,0.0032962446474190162,1.0091791336301363,4.25,290.3099639415387
20.763482134447152,4.159912241894588,79.80506658327947,29.005084922857804,29.683025180832924,23.64610508256185,4.458937109745401,Fast,99.10821257805092,Li-ion,146,A,0,0.10403439514236074,0.010403439514236074,5.411577686318426e-06,2.6597180707355426,155967.85205205978,1,0.0016449282182390856,1.263261984879354,2.9,519.4690355193633
78.47065437552077,3.9254157564152017,28.338981321492017,27.98070635284869,24.57056739839045,103.41641082084412,13.94060227148882,Fast,97.21187954570225,Li-ion,690,B,2,0.32968891884018836,0.03296889188401884,5.434739160300615e-05,0.9778568188247906,18067.698784664783,1,0.005212839514266968,0.7659726439598703,9.06,188.3987814360822
54.44160367279517,3.623569622403856,81.35689771304554,33.449209960500575,24.30673867878972,63.789988714291226,9.710373074522389,Normal,98.05792538509552,Li-ion,479,A,1,0.15571719428811506,0.015571719428811505,1.2123922298481286e-05,2.361647707054219,76196.73274930324,1,0.002462105024007027,1.1903733129705703,6.31,376.302703096107
57.04595464437946,3.654340346349122,61.98340292930418,39.54013908877887,15.273648295213622,104.39934719420248,13.529250286174792,Slow,97.29414994276505,Li-ion,464,C,2,0.18339150508796564,0.018339150508796566,1.6816222069214667e-05,1.5289390792065782,56128.62233727644,1,0.0028996742980216474,0.957790920568757,8.79,326.0234079657517
12.287721406968569,4.045709131496728,81.81227436543047,20.16639884454384,20.17183182269568,62.17126175259164,6.8036444919582575,Normal,98.63927110160834,Li-ion,441,A,1,0.07795137369431875,0.0077951373694318754,3.038208330415665e-06,3.865195726788433,247634.5740926811,1,0.0012325194380649062,1.5228648778119023,4.42,545.266500766755
12.828626711806082,3.5404898735943773,92.3581061566339,21.852509661027344,27.62750652096502,64.90785141348758,7.143044436432303,Normal,98.57139111271354,Li-ion,891,A,1,0.07012683732015833,0.007012683732015834,2.4588866562639763e-06,4.041486363055404,289110.3697165155,1,0.0011088026551789945,1.5572064146519697,4.64,545.266500766755
67.27693701374024,4.178371841098568,57.9725980521526,34.96768699352462,23.52796713603245,77.76130806371336,11.59234020567269,Normal,97.68153195886546,Li-ion,320,A,1,0.22020403184378667,0.02202040318437867,2.4244907820129712e-05,1.6117966680089713,39611.94895719219,1,0.0034817314528930656,0.9834012410025639,7.54,276.0530004933528
38.2920382968694,4.118650119474398,24.21593405518132,38.29097327697118,25.96290405456044,77.09070537521447,10.253376026626569,Fast,97.94932479467468,Li-ion,172,B,1,0.25520024071664327,0.02552002407166433,3.256358143091634e-05,0.6163230898984758,29794.198275839317,1,0.004035070100439169,0.608106778402515,6.66,240.55014845545412
55.77136220482325,4.14942659823665,72.63092063519221,28.680419454175176,18.49294371792659,53.242669217436514,8.659478184402964,Slow,98.2681043631194,Li-ion,845,A,1,0.17850027715860453,0.017850027715860455,1.593117447284932e-05,2.447098860827425,59062.64811124539,1,0.002822337193962596,1.2117175068870032,5.63,333.9724401038381
91.68098265334837,4.196435475852505,81.3935215394429,25.17423284310882,20.918640588732323,51.55331806631355,10.138870613682323,Slow,97.97222587726354,Li-ion,871,C,1,0.21741273790982735,0.021741273790982736,2.363414930272364e-05,3.109681266584754,40594.05452614661,1,0.0034375972206414497,1.3659461043360577,6.59,279.3222573163514
46.93446307320668,3.777369413231861,87.14613312988777,34.468956357000025,34.306054472608,56.67983206462684,8.793490310229238,Fast,98.24130193795416,Li-ion,145,A,1,0.14263187652922657,0.014263187652922659,1.017192610112427e-05,2.456969194490802,89510.08008362734,1,0.002255207983881339,1.2141587691461446,5.72,405.3548226518039
77.99960246887439,4.030766932992864,91.55289292891898,20.18108323160742,16.008335472044184,29.949466887296467,7.404823192298796,Fast,98.51903536154023,Li-ion,603,C,0,0.18531219585228875,0.018531219585228877,1.7170304965798515e-05,4.3223895552376375,55034.84954612889,1,0.002930043085502201,1.6104141495722715,4.81,322.99848620841595
30.59183489424602,3.987214432637655,34.921403864002805,31.789079789693943,32.80768641710532,96.65959447120515,11.174011940130764,Normal,97.76519761197385,Li-ion,373,B,2,0.18689243073471015,0.018689243073471015,1.7464390332964214e-05,1.0650315314728376,54158.30048906159,1,0.0029550287928347004,0.7993865891317558,7.26,320.5491246239434
67.00633808593811,3.915057954389192,68.88632970924657,23.985406729336017,27.01824011318172,48.52058026804141,8.592968929767158,Normal,98.28140621404656,Li-ion,109,C,1,0.1951463877878198,0.01951463877878198,1.9041056333317076e-05,2.757062570783182,49897.569437872335,1,0.00308553531281989,1.2861716613539225,5.59,308.3054687008232
88.43145311689459,3.906060345486468,23.68938549000456,37.54940093308964,21.819171428711165,83.07704201726207,13.222129537271051,Slow,97.3555740925458,Li-ion,428,A,2,0.35887486394084583,0.03588748639408458,7.290577302213955e-05,0.6145201978915918,13530.742716139854,1,0.005674309825180517,0.6072166983334327,8.59,163.40199428649143
82.33048692092031,3.5640407861784285,49.62910765315141,34.77446301453133,33.34536133155361,65.56495494398774,11.318993742104896,Fast,97.73620125157902,Li-ion,286,C,1,0.2431551326899869,0.024315513268998692,2.9562209276742568e-05,1.387277501076464,32720.14764852051,1,0.003844620220304118,0.9123412194162217,7.36,251.72786955066059
58.54080177240856,3.590660444897963,89.41747315666049,24.28812965986329,29.29437667004072,48.19183555972516,8.157432868257358,Slow,98.36851342634851,Li-ion,159,A,1,0.15332229288130766,0.015332229288130765,1.1753862747190743e-05,3.5359464839577184,78407.61813280977,1,0.0024242383079217627,1.4565602941089089,5.3,381.3314762926793
19.90467320749091,4.066661252307415,47.59848813475897,29.178810331936408,33.00528222404141,68.56342984133404,8.167793330415869,Slow,98.36644133391682,Li-ion,881,B,1,0.13040671215490918,0.013040671215490917,8.502955287526667e-06,1.5772155234491922,105230.42250999266,1,0.0020619111629173875,0.9727945898644355,5.31,436.3743747092668
30.51416462877475,3.958669386447316,98.5699287132848,34.654669495723304,30.84382389603352,111.28008004078616,12.531781709623752,Fast,97.49364365807526,Li-ion,541,A,2,0.11070140618793943,0.011070140618793942,6.1274006659935774e-06,2.76457277847178,140303.60391709473,1,0.0017503429186867324,1.2879222286625338,8.15,496.0656583566681
55.96725723198092,3.681827648632229,48.474071912855365,36.76983667686049,15.022241883923748,105.20484158046928,13.403924827147844,Normal,97.31921503457043,Li-ion,931,C,2,0.20617879069339054,0.020617879069339054,2.1254846865894478e-05,1.2834069770429473,44934.031944856855,1,0.0032599729190512057,0.8775216158168232,8.71,293.2636636861914
29.98970294236572,3.84711301455514,11.134676797818312,36.45967610083535,19.35782759253488,71.47421937567799,9.278653900133218,Normal,98.14426921997337,Li-ion,455,A,1,0.32189538221964026,0.03218953822196403,5.180831854716415e-05,0.29724434263247695,18936.410541208206,1,0.005089612880522651,0.4223110294314916,6.03,192.79256761845286
20.78788306003145,3.556732351135353,60.37801152745443,38.654210162655225,28.236691702279963,29.957971354002893,5.4686022739679085,Slow,98.90627954520642,Li-ion,725,B,0,0.11066016721664203,0.011066016721664202,6.122836304207587e-06,1.5226128897737086,140393.5114175349,1,0.0017496908732984218,0.9558073727818933,3.55,496.2050127066999
40.38536542632652,3.654128241364868,57.46596599104087,30.885079322273956,27.67423199531058,21.60281564551231,5.363756874556049,Fast,98.9272486250888,Li-ion,891,C,0,0.16025018705486602,0.0160250187054866,1.2840061225559774e-05,1.8022839275452853,72254.0156219254,1,0.002533777932807034,1.0398895886233168,3.49,367.11079181133573
39.08826388186797,3.55329160164321,90.1232247716022,32.33567215705082,15.324868864189074,57.698616728684165,8.37941486266962,Fast,98.32411702746607,Li-ion,264,B,1,0.12414243335905219,0.012414243335905219,7.705671880153357e-06,2.7035070523556324,114867.64189674286,1,0.001962864218451363,1.2736185580515775,5.45,453.9439112899588
56.69115595690295,4.095844839834138,17.146592617872656,34.85762987335878,29.57556108901295,80.32130620995042,11.270881475675624,Fast,97.74582370486488,Li-ion,833,B,2,0.35887486394084583,0.03588748639408458,6.770971462524946e-05,0.47818533122324675,14553.982729430807,1,0.005674309825180517,0.5356409233189228,7.33,169.3824246742123
96.62025654479,4.077276676147605,83.71571624754905,27.42225876860256,21.854618508558143,77.56652529974197,12.66600287398146,Slow,97.4667994252037,Li-ion,381,C,1,0.21692803680759792,0.021692803680759792,2.352888657659928e-05,2.9454279805526205,40768.258961823674,1,0.003429933423304254,1.3293821077220696,8.23,279.89752674919555
54.75236553031469,3.9746113067913447,73.92185187609803,31.68897819514852,16.88837795320962,78.17215274734767,10.836413248552134,Fast,97.83271735028956,Li-ion,987,A,1,0.1715782983549525,0.017157829835495252,1.4719556233190552e-05,2.261369304197738,63615.02736881223,1,0.002712891099287857,1.1648268465822045,7.04,345.8618217361339
37.07904788350927,3.8960123747970536,38.29151018653735,30.766638865114267,31.63036666224447,96.63472131046524,11.445177779969947,Normal,97.710964444006,Li-ion,615,A,2,0.19423308283207544,0.019423308283207544,1.886324523322594e-05,1.205400116428075,50344.24074507549,1,0.0030710946935275326,0.8504352237865298,7.44,309.6164782108706
13.319825261907951,4.115040990448611,83.94732079394245,27.368978398331578,27.995760935285997,107.98377479414678,11.033088082524207,Normal,97.79338238349516,Li-ion,860,B,2,0.08080401238811921,0.00808040123881192,3.2646442090096615e-06,2.9591238575894407,234486.149603608,1,0.0012776236161345918,1.3324692546372934,7.17,545.266500766755
64.86079005819072,4.0581982151248495,51.33386774558925,37.90692178306338,17.06868229720967,84.86829533573645,12.21074353670741,Normal,97.55785129265853,Li-ion,868,C,2,0.22644135828559428,0.02264413582855943,2.5637844371112443e-05,1.3194019314047984,37540.57520827231,1,0.003580352243223594,0.8897421867276379,7.94,269.00658693974634
55.24111209059753,3.960916284260898,42.20184387928976,33.329260950536714,23.04054433776481,109.92489182892024,13.588926304466732,Normal,97.28221473910664,Li-ion,846,B,2,0.2277001543421244,0.02277001543421244,2.5923680143713636e-05,1.229325732939496,37142.02496323625,1,0.0036002555564649597,0.8588337672470137,8.83,267.62622642001634
14.63308761249904,4.09540721036597,54.47912025252699,35.74774053504666,29.578784002103145,82.35053112473372,9.38158566777176,Slow,98.12368286644563,Li-ion,405,B,2,0.1048821276216229,0.01048821276216229,5.500130347219197e-06,1.482516189004049,153843.06876673747,1,0.001658332045643935,0.9431382260318099,6.1,516.393292151843
91.74392973699884,3.995854083700524,40.16872426337855,32.60494438912316,17.364372445821772,50.969171110518914,10.464874632182674,Slow,97.90702507356346,Li-ion,494,C,1,0.3020991200046226,0.030209912000462257,4.5631939153783676e-05,1.1953218490187376,21444.52961096431,1,0.004776606491735722,0.846872546143304,6.8,204.91128017688962
23.04053848821008,3.988230023168499,74.08126182977027,34.10921660566973,29.2427409176121,110.88264977168625,12.097708569001178,Slow,97.58045828619976,Li-ion,286,A,2,0.11137359187059043,0.011137359187059043,6.202038483078423e-06,2.110023207347982,138849.57742860634,1,0.0017609711075253936,1.1251728420153009,7.86,493.80342348510317
54.05074842498067,3.9760985402322095,84.33803914372736,28.552026674066745,22.13192351972411,96.04000672874828,12.133472649014728,Slow,97.57330547019706,Li-ion,673,C,2,0.15963116226510177,0.015963116226510178,1.2741053983053627e-05,2.853883426470302,72774.6213087632,1,0.002523990291488225,1.3085602989095233,7.89,368.34156545354193
31.78497443603504,4.026901647690349,31.588670148035025,32.986446491537635,15.257949395790508,50.09663196316217,7.413290376642148,Fast,98.51734192467156,Li-ion,775,B,1,0.20129397361735546,0.020129397361735548,2.02596319073323e-05,0.9294490424558025,47037.50301787243,1,0.0031827371794834317,0.7467726732235731,4.82,299.7478029989756
70.49219926652907,3.611023573705152,22.77747907848945,38.72561242937853,25.805988135229995,38.40447720502135,8.661263685213825,Normal,98.26774726295724,Li-ion,667,B,0,0.33429729595977986,0.03342972959597799,5.587734104301033e-05,0.5733701178045194,17581.693898872763,1,0.005285704354341544,0.5865339467436745,5.63,185.89200530946857
78.54576537958458,4.11660953143925,41.31472704239499,21.28012693217242,32.02301470851964,95.6451087988912,12.96172034882878,Fast,97.40765593023424,Li-ion,722,A,2,0.2797555954599176,0.027975559545991763,3.9131596595566543e-05,1.8543308648182197,24918.02182897635,1,0.00442332434915,1.054797856885826,8.43,220.5094540286537
31.38737895931597,4.110290469421662,50.53158810148714,36.49486474694015,34.152632925451755,67.41579458790797,9.01209506763847,Normal,98.1975809864723,Li-ion,829,B,1,0.15978363936274687,0.015978363936274685,1.2765405704002174e-05,1.3476935693070042,72645.8792063977,1,0.0025264011660860765,0.8992308611164335,5.86,368.0376980024879
75.53947137506736,3.5204730981241914,77.39437032669758,25.84766220824386,26.314899012265784,42.57895521506291,8.61760294708747,Normal,98.27647941058252,Li-ion,339,B,1,0.1853671616463511,0.01853671616463511,1.718049230841223e-05,2.882722887616368,55004.01105955165,1,0.0029309121710153845,1.3151554024410275,5.6,322.9126976575665
43.10048194473279,4.078071725395335,68.60328263935068,28.87838909012756,25.289226554797885,81.66219781652751,10.40412670312031,Fast,97.91917465937594,Li-ion,632,A,2,0.16006487678705253,0.01600648767870525,1.2810382390427155e-05,2.2960837156384253,72409.2911933534,1,0.0025308479202065023,1.173733457554591,6.76,367.478438218106
18.12607930489675,3.612531927233816,52.41584506583481,21.12352154694878,27.142705617671535,34.79583341094059,4.862132826837326,Fast,99.02757343463252,Li-ion,558,A,0,0.11177031860215439,0.011177031860215438,6.24630206021355e-06,2.3692360619263106,138001.42357997838,1,0.0017672439079274753,1.1922842098911595,3.16,492.47634888737934
85.17722460303142,4.072576916883344,98.11944442136392,29.8219145876633,22.77452695753093,118.46544775908396,15.622077606125067,Slow,96.87558447877498,Li-ion,169,C,2,0.1880264082052431,0.01880264082052431,1.7676965091282357e-05,3.183431196082704,53541.88944041872,1,0.002972958550945704,1.3820487392453358,10.15,318.81294000414505
38.87020584745623,4.08249392457042,67.07279244661632,38.54221257716854,19.805982469007333,40.90973645896143,7.279765626144691,Normal,98.54404687477106,Li-ion,484,C,1,0.15381475567378036,0.015381475567378036,1.1829489531492374e-05,1.696232660621115,77945.42390368016,1,0.0024320248283572657,1.008830806613611,4.73,380.28738829973497
13.669762739928752,3.504470110201784,70.85598058678906,35.28881456151009,21.298368891777915,40.35348738868964,5.810719480796079,Normal,98.83785610384078,Li-ion,297,C,1,0.08222491101494797,0.008222491101494797,3.380467995708057e-06,1.9525570466537865,228286.1102922772,1,0.0013000899960595145,1.0823743474382013,3.78,545.266500766755
